web-scraper-order,web-scraper-start-url,type,type-href,brand,brand-href,name,build_url,build_url-href,build,engine_url,engine_url-href,infos,gaz,info_engine,info_engine-href,stage,stage-href,power_stock,power_stage,power_gain,torque_stock,torque_stage,torque_gain
"1699822298-487","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.4 D
                                        175 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.4-d-175","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.4-d-175#stage1","175hp","220hp","+ 45hp","420Nm","480Nm","+ 60Nm"
"1699822304-488","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D3
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-163","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-163#stage2","163hp","180hp","+ 17hp","400Nm","450Nm","+ 50Nm"
"1699822307-489","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D3
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-163","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-163#stage1","163hp","180hp","+ 17hp","400Nm","450Nm","+ 50Nm"
"1699822313-490","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D3
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-136","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-136#stage2","136hp","185hp","+ 49hp","350Nm","450Nm","+ 100Nm"
"1699822316-491","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D3
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-136","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d3-136#stage1","136hp","185hp","+ 49hp","350Nm","450Nm","+ 100Nm"
"1699822322-492","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d-136","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d-136#stage2","136hp","180hp","+ 44hp","320Nm","400Nm","+ 80Nm"
"1699822325-493","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","2.0 D
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d-136","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/2.0-d-136#stage1","136hp","180hp","+ 44hp","320Nm","400Nm","+ 80Nm"
"1699822331-494","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","1.6D
                                        109 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6d-109","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6d-109#stage2","109hp","140hp","+ 31hp","240Nm","305Nm","+ 65Nm"
"1699822334-495","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","1.6D
                                        109 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6d-109","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6d-109#stage1","109hp","140hp","+ 31hp","240Nm","305Nm","+ 65Nm"
"1699822340-496","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","1.6 D2
                                        115 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6-d2-115","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6-d2-115#stage2","115hp","135hp","+ 20hp","270Nm","330Nm","+ 60Nm"
"1699822343-497","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2007","https://www.olsx.lu/en/chiptuning/volvo/v70/2007","","Diesel","1.6 D2
                                        115 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6-d2-115","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2007/1.6-d2-115#stage1","115hp","135hp","+ 20hp","270Nm","330Nm","+ 60Nm"
"1699822352-498","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","T5
                                        250 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250","E85","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250#e85","250hp","275hp","+ 25hp","340Nm","420Nm","+ 80Nm"
"1699822355-499","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","T5
                                        250 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250#stage2","250hp","275hp","+ 25hp","340Nm","420Nm","+ 80Nm"
"1699822358-500","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","T5
                                        250 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/t5-250#stage1","250hp","275hp","+ 25hp","340Nm","420Nm","+ 80Nm"
"1699822364-501","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        300 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300","E85+","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300#e85plus","300hp","335hp","+ 35hp","400Nm","460Nm","+ 60Nm"
"1699822367-502","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        300 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300","E85","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300#e85","300hp","335hp","+ 35hp","400Nm","460Nm","+ 60Nm"
"1699822370-503","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        300 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300#stage2","300hp","335hp","+ 35hp","400Nm","460Nm","+ 60Nm"
"1699822373-504","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        300 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-300#stage1","300hp","335hp","+ 35hp","400Nm","460Nm","+ 60Nm"
"1699822379-505","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        265 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265","E85+","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265#e85plus","265hp","300hp","+ 35hp","350Nm","400Nm","+ 50Nm"
"1699822382-506","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        265 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265","E85","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265#e85","265hp","300hp","+ 35hp","350Nm","400Nm","+ 50Nm"
"1699822385-507","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        265 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265#stage2","265hp","300hp","+ 35hp","350Nm","400Nm","+ 50Nm"
"1699822388-508","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","R
                                        265 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/r-265#stage1","265hp","300hp","+ 35hp","350Nm","400Nm","+ 50Nm"
"1699822394-509","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.5 T
                                        210 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210","E85+","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210#e85plus","210hp","245hp","+ 35hp","320Nm","380Nm","+ 60Nm"
"1699822397-510","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.5 T
                                        210 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210","E85","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210#e85","210hp","245hp","+ 35hp","320Nm","380Nm","+ 60Nm"
"1699822400-511","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.5 T
                                        210 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210#stage2","210hp","245hp","+ 35hp","320Nm","380Nm","+ 60Nm"
"1699822403-512","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.5 T
                                        210 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.5-t-210#stage1","210hp","245hp","+ 35hp","320Nm","380Nm","+ 60Nm"
"1699822409-513","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200","E85+","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200#e85plus","200hp","235hp","+ 35hp","285Nm","380Nm","+ 95Nm"
"1699822412-514","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200","E85","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200#e85","200hp","235hp","+ 35hp","285Nm","380Nm","+ 95Nm"
"1699822415-515","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200#stage2","200hp","235hp","+ 35hp","285Nm","380Nm","+ 95Nm"
"1699822418-516","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-t-200#stage1","200hp","235hp","+ 35hp","285Nm","380Nm","+ 95Nm"
"1699822424-517","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D5
                                        185 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-185","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-185#stage2","185hp","215hp","+ 30hp","400Nm","475Nm","+ 75Nm"
"1699822427-518","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D5
                                        185 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-185","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-185#stage1","185hp","215hp","+ 30hp","400Nm","475Nm","+ 75Nm"
"1699822433-519","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-163","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-163#stage2","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699822436-520","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-163","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d5-163#stage1","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699822442-521","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D
                                        128 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d-128","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d-128#stage2","128hp","200hp","+ 72hp","280Nm","400Nm","+ 120Nm"
"1699822445-522","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V70","https://www.olsx.lu/en/chiptuning/volvo/v70","V70","2004","https://www.olsx.lu/en/chiptuning/volvo/v70/2004","","Diesel","2.4 D
                                        128 hp","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d-128","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v70/2004/2.4-d-128#stage1","128hp","200hp","+ 72hp","280Nm","400Nm","+ 120Nm"
"1699822457-523","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","T6 (2.0)
                                        310 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310","E85+","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310#e85plus","310hp","334hp","+ 24hp","440Nm","500Nm","+ 60Nm"
"1699822460-524","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","T6 (2.0)
                                        310 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310","E85","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310#e85","310hp","334hp","+ 24hp","440Nm","500Nm","+ 60Nm"
"1699822463-525","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","T6 (2.0)
                                        310 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t6-2.0-310#stage1","310hp","334hp","+ 24hp","440Nm","500Nm","+ 60Nm"
"1699822469-526","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","T5 (2.0)
                                        250 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t5-2.0-250","E85","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t5-2.0-250#e85","250hp","280hp","+ 30hp","360Nm","430Nm","+ 70Nm"
"1699822472-527","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","T5 (2.0)
                                        250 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t5-2.0-250","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/t5-2.0-250#stage1","250hp","280hp","+ 30hp","360Nm","430Nm","+ 70Nm"
"1699822478-528","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","2.0 D4 EU6
                                        190 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d4-eu6-190","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d4-eu6-190#stage2","190hp","235hp","+ 45hp","400Nm","470Nm","+ 70Nm"
"1699822481-529","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","2.0 D4 EU6
                                        190 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d4-eu6-190","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d4-eu6-190#stage1","190hp","235hp","+ 45hp","400Nm","470Nm","+ 70Nm"
"1699822487-530","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","2.0 D3 EU6
                                        150 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d3-eu6-150","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d3-eu6-150#stage2","150hp","235hp","+ 85hp","350Nm","450Nm","+ 100Nm"
"1699822490-531","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2018","https://www.olsx.lu/en/chiptuning/volvo/v60/2018","","Diesel","2.0 D3 EU6
                                        150 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d3-eu6-150","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v60/2018/2.0-d3-eu6-150#stage1","150hp","235hp","+ 85hp","350Nm","450Nm","+ 100Nm"
"1699822499-532","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2015","https://www.olsx.lu/en/chiptuning/volvo/v60/2015","","Diesel","T6 (3.0)
                                        350 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t6-3.0-350","E85","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t6-3.0-350#e85","350hp","374hp","+ 24hp","500Nm","560Nm","+ 60Nm"
"1699822502-533","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2015","https://www.olsx.lu/en/chiptuning/volvo/v60/2015","","Diesel","T6 (3.0)
                                        350 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t6-3.0-350","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t6-3.0-350#stage1","350hp","374hp","+ 24hp","500Nm","560Nm","+ 60Nm"
"1699822508-534","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","V60","https://www.olsx.lu/en/chiptuning/volvo/v60","V60","2015","https://www.olsx.lu/en/chiptuning/volvo/v60/2015","","Diesel","T5 (2.0)
                                        245 hp","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t5-2.0-245","E85","https://www.olsx.lu/en/chiptuning/volvo/v60/2015/t5-2.0-245#e85","245hp","275hp","+ 30hp","350Nm","420Nm","+ 70Nm"
